Month,Day,"Time
(hour)",(T_oa-db),(T_ra),(V_ma),(V_oa),(V_ra),(T_ma)," Q
(kW)",(T_ahc),T_sa
2,16,2,-12.2222,21.5608,2.7982,0.6726,2.1256,13.4401,49.4658,27.7027,29.5027
2,16,3,-12.7778,21.5513,2.8285,0.6726,2.1558,13.3877,50.4621,27.7793,29.5793
2,16,4,-12.7778,21.5406,2.833,0.6726,2.1604,13.3924,50.9203,27.8918,29.6918
2,16,5,-13.3333,21.5362,2.8388,0.6726,2.1662,13.2742,51.3938,27.8723,29.6723
2,16,6,-13.3333,21.5356,2.8287,0.6726,2.1561,13.2441,51.4681,27.9141,29.7141
2,16,7,-15.5556,21.5108,2.8822,0.6726,2.2096,12.8606,53.6698,27.8539,29.6539
2,16,8,-15,21.5696,2.7283,0.6726,2.0556,12.5536,46.7564,26.3379,28.1379
2,16,9,-12.7778,21.6812,2.7129,0.6726,2.0403,13.1377,37.9909,24.4241,26.2241
2,16,10,-11.1111,21.7762,2.7091,0.6726,2.0365,13.6108,30.3297,22.6488,24.4488
2,16,11,-9.4444,21.8478,2.7055,0.6726,2.0329,14.0681,27.6415,22.3292,24.1292
2,16,12,-8.3333,21.8766,2.7055,0.6726,2.0329,14.366,24.777,21.7787,23.5787
2,16,13,-8.3333,21.8839,2.7055,0.6726,2.0329,14.3715,24.4718,21.693,23.493
2,16,14,-7.7778,21.9076,2.7055,0.6726,2.0329,14.5274,22.69,21.3195,23.1195
2,16,15,-7.7778,22.2558,2.7055,0.6726,2.0329,14.8968,23.2145,21.8549,23.6549
2,16,16,-8.3333,22.7488,2.9511,0.6966,2.2545,15.4119,22.8804,21.7103,23.5103
2,16,17,-8.8889,22.629,2.7304,0.6726,2.0578,14.8647,26.1159,22.6201,24.4201
2,16,18,-10.5556,22.1804,2.7055,0.6726,2.0329,14.0418,28.5753,22.5812,24.3812
2,16,19,-12.7778,21.7214,2.732,0.6726,2.0594,13.2276,39.8157,24.9773,26.7773
2,16,20,-11.1111,21.6957,2.7055,0.6726,2.0329,13.5394,39.4707,25.3141,27.1141
2,16,21,-11.6667,21.6935,2.7075,0.6726,2.0348,13.4057,40.7637,25.5517,27.3517
2,16,22,-10.5556,21.6918,2.7055,0.6726,2.0329,13.6747,39.7302,25.5324,27.3324
2,16,23,-12.2222,21.6698,2.7439,0.6726,2.0713,13.3616,42.9233,25.9794,27.7794
2,16,24,-12.2222,21.6425,2.7398,0.6726,2.0671,13.3284,43.5248,26.1408,27.9408
2,17,1,-11.1111,21.6507,2.7235,0.6726,2.0509,13.5595,42.8657,26.2633,28.0633
2,17,2,-11.1111,21.6565,2.7184,0.6726,2.0458,13.5487,42.789,26.2531,28.0531
2,17,3,-10,21.6642,2.7055,0.6726,2.0329,13.792,41.917,26.3075,28.1075
2,17,4,-10,21.6621,2.7232,0.6726,2.0506,13.8416,42.7727,26.5317,28.3317
2,17,5,-9.4444,21.6631,2.7055,0.6726,2.0329,13.9293,42.1303,26.5145,28.3145
2,17,6,-10,21.6612,2.7131,0.6726,2.0404,13.8117,42.9258,26.5936,28.3936
2,17,7,-10,21.6431,2.7402,0.6726,2.0676,13.8758,44.0173,26.8558,28.6558
2,17,8,-10,21.6484,2.7071,0.6726,2.0345,13.7848,43.0767,26.6387,28.4387
2,17,9,-8.8889,21.6698,2.7055,0.6726,2.0329,14.0725,41.1049,26.3575,28.1575
2,17,10,-7.7778,21.6988,2.7055,0.6726,2.0329,14.3705,38.8337,25.9888,27.7888
2,17,11,-6.6667,21.7282,2.7055,0.6726,2.0329,14.6688,36.709,25.6628,27.4628
2,17,12,-5,21.8011,2.7055,0.6726,2.0329,15.1379,27.6352,23.4279,25.2279
2,17,13,-3.8889,21.8726,2.7055,0.6726,2.0329,15.4679,25.1009,23.0062,24.8062
2,17,14,-2.7778,21.9067,2.7055,0.6726,2.0329,15.8629,20.5534,22.044,23.844
2,17,15,-2.7778,22.2951,2.7055,0.6918,2.0137,15.8837,20.2919,21.9866,23.7866
2,17,16,-2.7778,23.0324,3.3084,0.7924,2.516,16.8509,19.0954,21.5632,23.3632
2,17,17,-3.8889,22.9389,3.0577,0.6944,2.3632,16.8461,19.2364,21.9823,23.7823
2,17,18,-7.7778,22.2813,2.7055,0.6726,2.0329,14.8082,27.377,23.0113,24.8113
2,17,19,-8.3333,21.8022,2.7055,0.6726,2.0329,14.3101,34.4822,24.6243,26.4243
2,17,20,-8.8889,21.7394,2.7055,0.6726,2.0329,14.1248,37.0192,25.1907,26.9907
2,17,21,-10.5556,21.7088,2.7055,0.6726,2.0329,13.6874,39.3816,25.4416,27.2416
2,17,22,-11.6667,21.6741,2.723,0.6726,2.0504,13.4384,41.613,25.768,27.568
2,17,23,-12.2222,21.6548,2.7236,0.6726,2.0509,13.2883,42.555,25.8879,27.6879
2,17,24,-11.1111,21.6598,2.7079,0.6726,2.0353,13.5197,41.9469,26.0211,27.8211
2,18,1,-10.5556,21.6681,2.7055,0.6726,2.0329,13.6569,41.5751,26.0645,27.8645
2,18,2,-10,21.6728,2.7055,0.6726,2.0329,13.7984,41.11,26.0733,27.8733
2,18,3,-10,21.6741,2.7055,0.6726,2.0329,13.7994,41.3288,26.1396,27.9396
2,18,4,-10,21.6692,2.7055,0.6726,2.0329,13.7958,41.6907,26.2439,28.0439
2,18,5,-10,21.6676,2.7055,0.6726,2.0329,13.7946,41.6835,26.2404,28.0404
2,18,6,-10.5556,21.6559,2.7175,0.6726,2.0448,13.6829,43.0091,26.4631,28.2631
2,18,7,-11.6667,21.6318,2.74,0.6726,2.0674,13.4577,44.4467,26.546,28.346
2,18,8,-10,21.6849,2.7055,0.6726,2.0329,13.8076,36.7616,24.7844,26.5844
2,18,9,-6.1111,21.8196,2.7055,0.6726,2.0329,14.8757,25.0488,22.3829,24.1829
2,18,10,-3.8889,21.9595,2.7055,0.6726,2.0329,15.6257,18.8622,21.2936,23.0936
2,18,11,-3.3333,21.9892,2.7055,0.6726,2.0329,15.6936,18.472,21.2455,23.0455
2,18,12,-0.5556,21.9671,2.7055,0.6726,2.0329,16.4304,17.4753,21.6961,23.4961
2,18,13,1.1111,21.9924,2.7055,0.6726,2.0329,16.8176,15.448,21.4787,23.2787
2,18,14,1.6667,22.0366,2.7055,0.6932,2.0123,16.8171,13.1296,20.7786,22.5786
2,18,15,2.7778,22.2083,2.7055,0.7507,1.9548,16.8171,13.9115,21.0146,22.8146
2,18,16,2.2222,22.1743,2.7055,0.7264,1.9791,16.8171,14.4895,21.189,22.989
2,18,17,2.2222,21.9914,2.7055,0.7081,1.9974,16.8172,16.7652,21.8757,23.6757
2,18,18,2.2222,21.9578,2.7055,0.7049,2.0006,16.8158,21.1652,23.2018,25.0018
2,18,19,0,21.9163,2.7055,0.6726,2.0329,16.5176,23.8911,23.7187,25.5187
2,18,20,-0.5556,21.8839,2.7055,0.6726,2.0329,16.3657,26.0986,24.228,26.028
2,18,21,0,21.873,2.7055,0.6726,2.0329,16.5212,25.7114,24.2711,26.0711
2,18,22,0.5556,21.8768,2.7055,0.6726,2.0329,16.6437,25.832,24.4332,26.2332
2,18,23,0.5556,21.8732,2.7055,0.6726,2.0329,16.6472,26.252,24.5635,26.3635
2,18,24,0.5556,21.8699,2.7055,0.6726,2.0329,16.6486,26.3806,24.6036,26.4036
2,19,1,0.5556,21.8682,2.7055,0.6726,2.0329,16.6439,26.5579,24.6524,26.4524
2,19,2,0.5556,21.8629,2.7055,0.6726,2.0329,16.6409,27.2077,24.8452,26.6452
2,19,3,-0.5556,21.8471,2.7055,0.6726,2.0329,16.3771,28.763,25.0424,26.8424
2,19,4,-0.5556,21.8378,2.7055,0.6726,2.0329,16.2705,28.8874,24.9701,26.7701
2,19,5,-2.2222,21.8195,2.7055,0.6726,2.0329,15.8424,31.6635,25.364,27.164
2,19,6,-5,21.7753,2.7055,0.6726,2.0329,15.1186,34.9201,25.5932,27.3932
2,19,7,-6.6667,21.7332,2.7055,0.6726,2.0329,14.6726,37.5021,25.9042,27.7042
2,19,8,-8.3333,21.7049,2.7055,0.6726,2.0329,14.237,38.9998,25.8995,27.6995
2,19,9,-9.4444,21.6956,2.7055,0.6726,2.0329,13.9537,38.973,25.5967,27.3967
2,19,10,-10,21.7196,2.7055,0.6726,2.0329,13.8336,35.5895,24.4614,26.2614
2,19,11,-9.4444,21.8051,2.7055,0.6726,2.0329,14.036,26.2752,21.8879,23.6879
2,19,12,-8.8889,21.8848,2.7055,0.6726,2.0329,14.2341,23.0535,21.1279,22.9279
2,19,13,-8.8889,21.9071,2.7055,0.6726,2.0329,14.2508,21.7242,20.7475,22.5475
2,19,14,-8.8889,21.9974,2.7055,0.6726,2.0329,14.4152,20.24,20.4716,22.2716
2,19,15,-8.8889,22.3488,2.7055,0.6726,2.0329,14.5867,21.8934,21.1417,22.9417
2,19,16,-10,22.8127,3.0211,0.6996,2.3215,15.2142,22.1142,21.1567,22.9567
2,19,17,-11.1111,22.6747,2.7848,0.6726,2.1121,14.5141,26.023,22.0818,23.8818
2,19,18,-11.6667,22.1868,2.7055,0.6726,2.0329,13.7704,28.4786,22.2728,24.0728
2,19,19,-12.7778,21.7236,2.7544,0.6726,2.0818,13.2983,38.6673,24.619,26.419
2,19,20,-13.8889,21.6593,2.7829,0.6726,2.1103,13.0673,41.7763,25.1633,26.9633
2,19,21,-15,21.6204,2.8112,0.6726,2.1386,12.8584,44.0582,25.4774,27.2774
2,19,22,-15.5556,21.6029,2.8021,0.6726,2.1294,12.6831,44.9772,25.5995,27.3995
2,19,23,-15.5556,21.5961,2.8035,0.6726,2.1308,12.6823,45.5914,25.7685,27.5685
2,19,24,-16.6667,21.5741,2.8301,0.6726,2.1574,12.4853,47.4706,25.9735,27.7735
2,20,1,-17.2222,21.5459,2.8576,0.6726,2.185,12.4207,48.9973,26.2052,28.0052
2,20,2,-16.6667,21.55,2.8216,0.6726,2.149,12.4398,48.4522,26.2458,28.0458
2,20,3,-17.7778,21.5419,2.8459,0.6726,2.1732,12.2485,49.7395,26.2913,28.0913
2,20,4,-17.7778,21.5237,2.8525,0.6726,2.1799,12.2563,50.5648,26.4991,28.2991
2,20,5,-18.3333,21.5107,2.8682,0.6726,2.1955,12.1666,51.6376,26.6278,28.4278
2,20,6,-17.2222,21.5119,2.8517,0.6726,2.1791,12.3758,51.4157,26.8684,28.6684
2,20,7,-18.8889,21.4883,2.9198,0.6726,2.2472,12.1866,53.7976,26.9873,28.7873
2,20,8,-17.7778,21.5646,2.7346,0.6726,2.062,11.8877,45.5189,25.2446,27.0446
2,20,9,-16.1111,21.6946,2.7055,0.6726,2.0329,12.2956,35.8032,22.9299,24.7299
2,20,10,-15,21.8239,2.7055,0.6726,2.0329,12.6689,30.43,21.7191,23.5191
2,20,11,-13.8889,21.9054,2.7055,0.6726,2.0329,13.0064,29.1464,21.6851,23.4851
2,20,12,-11.1111,21.8937,2.7055,0.6726,2.0329,13.6883,25.5509,21.3145,23.1145
2,20,13,-10.5556,21.8806,2.7055,0.6726,2.0329,13.8164,24.5277,21.1405,22.9405
2,20,14,-9.4444,21.9058,2.7055,0.6726,2.0329,14.1117,22.5712,20.8584,22.6584
2,20,15,-8.8889,22.1543,2.7055,0.6726,2.0329,14.4365,22.9656,21.3089,23.1089
2,20,16,-8.8889,22.4894,2.7055,0.6726,2.0329,14.6883,23.2699,21.6579,23.4579
2,20,17,-8.8889,22.5098,2.7055,0.6726,2.0329,14.7036,24.2691,21.9729,23.7729
2,20,18,-9.4444,22.1042,2.7055,0.6726,2.0329,14.2607,26.5226,22.1927,23.9927
2,20,19,-10.5556,21.7585,2.7056,0.6726,2.033,13.7251,36.6327,24.6598,26.4598
2,20,20,-10.5556,21.7167,2.7199,0.6726,2.0473,13.7358,38.5797,25.1916,26.9916
2,20,21,-10,21.7063,2.7135,0.6726,2.0409,13.8468,39.064,25.4784,27.2784
2,20,22,-11.1111,21.6857,2.7438,0.6726,2.0712,13.6458,41.0224,25.717,27.517
2,20,23,-12.7778,21.6529,2.7617,0.6726,2.0891,13.267,43.0143,25.8259,27.6259
2,20,24,-13.8889,21.6187,2.7934,0.6726,2.1208,13.0687,45.0627,26.0674,27.8674
2,21,1,-12.2222,21.6169,2.7717,0.6726,2.099,13.4048,44.2809,26.2931,28.0931
2,21,2,-12.2222,21.6216,2.7789,0.6726,2.1062,13.4297,44.7215,26.4136,28.2136
2,21,3,-12.7778,21.6068,2.7932,0.6726,2.1206,13.3266,45.7624,26.5398,28.3398
2,21,4,-11.1111,21.6197,2.7537,0.6726,2.081,13.6247,44.2795,26.6067,28.4067
2,21,5,-11.1111,21.6231,2.778,0.6726,2.1054,13.6973,45.0181,26.7835,28.5835
2,21,6,-11.6667,21.6071,2.787,0.6726,2.1144,13.5766,45.941,26.8826,28.6826
2,21,7,-12.2222,21.5929,2.8001,0.6726,2.1274,13.4698,46.9512,26.9999,28.7999
2,21,8,-13.3333,21.6351,2.7062,0.6726,2.0336,12.9436,42.0556,25.4602,27.2602
2,21,9,-11.6667,21.7343,2.7055,0.6726,2.0329,13.4303,32.5417,23.1343,24.9343
2,21,10,-10.5556,21.8729,2.7055,0.6726,2.0329,13.8108,27.6069,22.0541,23.8541
2,21,11,-10,21.953,2.7055,0.6726,2.0329,14.0091,26.59,21.9543,23.7543
2,21,12,-8.8889,21.9289,2.7055,0.6726,2.0329,14.2672,23.9607,21.4332,23.2332
2,21,13,-8.3333,21.9064,2.7055,0.6726,2.0329,14.3883,22.417,21.0955,22.8955
2,21,14,-7.7778,21.9262,2.7055,0.6726,2.0329,14.5413,20.9379,20.8093,22.6093
2,21,15,-6.6667,22.2813,2.7055,0.6726,2.0329,15.1208,20.2464,21.194,22.994
2,21,16,-6.1111,22.7517,2.8949,0.698,2.1969,15.7921,19.6343,21.3092,23.1092
2,21,17,-6.6667,22.6091,2.7055,0.6726,2.0329,15.3307,22.5533,22.1008,23.9008
2,21,18,-8.8889,22.1786,2.7055,0.6726,2.0329,14.4547,25.251,22.0115,23.8115
2,21,19,-8.8889,21.7862,2.7055,0.6726,2.0329,14.1599,34.073,24.3464,26.1464
2,21,20,-8.8889,21.7588,2.7055,0.6726,2.0329,14.1394,35.543,24.7646,26.5646
2,21,21,-9.4444,21.7366,2.7055,0.6726,2.0329,13.9845,37.5763,25.2115,27.0115
2,21,22,-7.7778,21.7312,2.7055,0.6726,2.0329,14.3949,36.7916,25.4031,27.2031
2,21,23,-8.3333,21.7304,2.7055,0.6726,2.0329,14.2561,37.8891,25.5873,27.3873
2,21,24,-8.3333,21.7166,2.7055,0.6726,2.0329,14.2458,38.5091,25.7619,27.5619
2,22,1,-7.2222,21.7196,2.7055,0.6726,2.0329,14.5242,37.8496,25.8541,27.6541
2,22,2,-6.6667,21.7268,2.7055,0.6726,2.0329,14.6678,37.6713,25.9499,27.7499
2,22,3,-5.5556,21.7364,2.7055,0.6726,2.0329,14.9512,36.5101,25.8964,27.6964
2,22,4,-4.4444,21.7497,2.7055,0.6726,2.0329,15.2374,35.7882,25.9768,27.7768
2,22,5,-3.8889,21.7566,2.7055,0.6726,2.0329,15.3807,35.4581,26.0263,27.8263
2,22,6,-3.3333,21.7633,2.7055,0.6726,2.0329,15.5239,34.7435,25.9602,27.7602
2,22,7,-3.3333,21.7666,2.7055,0.6726,2.0329,15.5264,34.8899,26.0067,27.8067
2,22,8,-3.3333,21.7677,2.7055,0.6726,2.0329,15.5273,34.3796,25.8543,27.6543
2,22,9,-0.5556,21.7932,2.7055,0.6726,2.0329,16.2369,31.4252,25.6998,27.4998
2,22,10,-0.5556,21.8189,2.7055,0.6726,2.0329,16.2563,30.5935,25.4693,27.2693
2,22,11,0,21.8313,2.7055,0.6726,2.0329,16.4037,29.2199,25.2076,27.0076
2,22,12,1.1111,21.8599,2.7055,0.6726,2.0329,16.8117,25.7121,24.5696,26.3696
2,22,13,1.1111,21.8919,2.7055,0.6726,2.0329,16.7797,23.7551,23.9463,25.7463
2,22,14,1.6667,21.9091,2.7055,0.6804,2.0251,16.8186,22.8667,23.7181,25.5181
2,22,15,2.2222,21.9368,2.7055,0.7024,2.0031,16.8186,18.6795,22.4547,24.2547
2,22,16,1.6667,21.9499,2.7055,0.6844,2.0211,16.8186,20.1544,22.8997,24.6997
2,22,17,2.2222,21.9296,2.7055,0.7019,2.0037,16.8172,22.1544,23.5017,25.3017
2,22,18,1.6667,21.8972,2.7055,0.6794,2.0261,16.8172,25.8081,24.6041,26.4041
2,22,19,2.2222,21.8709,2.7055,0.6959,2.0096,16.8172,26.7392,24.8851,26.6851
2,22,20,2.7778,21.8626,2.7055,0.7153,1.9903,16.8172,27.181,25.0184,26.8184
2,22,21,0.5556,21.8494,2.7055,0.6726,2.0329,16.6531,28.7071,25.3098,27.1098
2,22,22,-1.6667,21.8185,2.7055,0.6726,2.0329,15.9798,31.8995,25.5769,27.3769
2,22,23,-5.5556,21.7627,2.7055,0.6726,2.0329,14.9709,36.6471,25.9579,27.7579
2,22,24,-8.3333,21.702,2.7055,0.6726,2.0329,14.2348,40.1968,26.2552,28.0552
2,23,1,-10,21.6548,2.7417,0.6726,2.069,13.8888,42.8782,26.5267,28.3267
2,23,2,-11.1111,21.6251,2.7593,0.6726,2.0867,13.6452,44.575,26.688,28.488
2,23,3,-12.7778,21.5913,2.8042,0.6726,2.1316,13.3473,47.0246,26.8727,28.6727
2,23,4,-13.8889,21.5628,2.8176,0.6726,2.145,13.0996,48.5227,26.9775,28.7775
2,23,5,-15,21.5391,2.8473,0.6726,2.1747,12.9074,50.2817,27.1287,28.9287
2,23,6,-15.5556,21.5253,2.8459,0.6726,2.1732,12.7611,51.2052,27.2436,29.0436
2,23,7,-16.1111,21.5104,2.8733,0.6726,2.2007,12.7033,52.4518,27.3938,29.1938
2,23,8,-16.1111,21.5704,2.7551,0.6726,2.0825,12.3709,45.9191,25.7679,27.5679
2,23,9,-16.1111,21.6674,2.7055,0.6726,2.0329,12.2751,39.0954,23.8864,25.6864
2,23,10,-16.1111,21.7348,2.7055,0.6726,2.0329,12.3258,34.318,22.52,24.32
2,23,11,-15,21.7725,2.7055,0.6726,2.0329,12.6303,32.9907,22.4408,24.2408
2,23,12,-14.4444,21.7767,2.7055,0.6726,2.0329,12.7716,32.9688,22.5804,24.3804
2,23,13,-14.4444,21.7804,2.7055,0.6726,2.0329,12.7744,32.0312,22.3043,24.1043
2,23,14,-13.3333,21.7885,2.7055,0.6726,2.0329,13.0567,31.732,22.5069,24.3069
2,23,15,-12.7778,21.7877,2.7055,0.6726,2.0329,13.1942,32.234,22.7985,24.5985
2,23,16,-12.7778,21.7847,2.7055,0.6726,2.0329,13.192,31.8512,22.6822,24.4822
2,23,17,-12.7778,21.7827,2.7055,0.6726,2.0329,13.1905,31.9382,22.7066,24.5066
2,23,18,-13.8889,21.713,2.7615,0.6726,2.0889,13.0413,41.3388,25.1023,26.9023
2,23,19,-15,21.6358,2.7718,0.6726,2.0991,12.7453,44.0552,25.5379,27.3379
2,23,20,-15,21.6102,2.7792,0.6726,2.1065,12.7495,45.3958,25.8966,27.6966
2,23,21,-14.4444,21.6153,2.7461,0.6726,2.0735,12.7829,44.5236,25.8341,27.6341
2,23,22,-13.8889,21.6144,2.7645,0.6726,2.0919,12.9762,45.1631,26.1355,27.9355
2,23,23,-13.8889,21.6057,2.7663,0.6726,2.0937,12.9751,45.5822,26.248,28.048
2,23,24,-13.8889,21.6017,2.7644,0.6726,2.0918,12.9662,45.8701,26.3317,28.1317
2,24,1,-13.3333,21.6098,2.7417,0.6726,2.0691,13.0371,45.1734,26.3118,28.1118
2,24,2,-12.7778,21.6192,2.7363,0.6726,2.0637,13.1638,44.7392,26.3427,28.1427
2,24,3,-13.8889,21.5938,2.7886,0.6726,2.116,13.0353,47.0543,26.6299,28.4299
2,24,4,-13.3333,21.5861,2.7631,0.6726,2.0904,13.0854,46.7011,26.7053,28.5053
2,24,5,-12.7778,21.5929,2.7706,0.6726,2.098,13.2487,46.7588,26.8559,28.6559
2,24,6,-13.3333,21.5771,2.7995,0.6726,2.1269,13.1893,48.0484,27.0246,28.8246
2,24,7,-13.8889,21.5562,2.8206,0.6726,2.148,13.1036,49.2985,27.1886,28.9886
2,24,8,-14.4444,21.5484,2.8187,0.6726,2.1461,12.9596,49.714,27.1655,28.9655
2,24,9,-15,21.5824,2.7428,0.6726,2.0702,12.6112,46.4684,26.2406,28.0406
2,24,10,-15,21.6461,2.7088,0.6726,2.0362,12.5465,40.5901,24.5984,26.3984
2,24,11,-15,21.7084,2.7094,0.6726,2.0368,12.5953,36.1588,23.3311,25.1311
2,24,12,-14.4444,21.7514,2.7084,0.6726,2.0358,12.7623,33.8486,22.8217,24.6217
2,24,13,-13.8889,21.7847,2.7071,0.6726,2.0345,12.9209,30.8629,22.1025,23.9025
2,24,14,-13.3333,21.8139,2.7059,0.6726,2.0333,13.0771,28.3327,21.5143,23.3143
2,24,15,-13.3333,21.8111,2.7057,0.6726,2.0331,13.0743,30.6422,22.1998,23.9998
2,24,16,-12.7778,21.7899,2.7055,0.6726,2.0329,13.1959,31.8795,22.6947,24.4947
2,24,17,-13.3333,21.7248,2.723,0.6726,2.0504,13.0649,40.4248,25.0268,26.8268
2,24,18,-13.3333,21.6487,2.7573,0.6726,2.0847,13.1151,43.1368,25.723,27.523
2,24,19,-13.8889,21.6156,2.7845,0.6726,2.1119,13.0391,44.9993,26.0594,27.8594
2,24,20,-13.3333,21.602,2.7846,0.6726,2.112,13.1633,45.3712,26.2965,28.0965
2,24,21,-13.8889,21.5919,2.7996,0.6726,2.1269,13.0673,46.2074,26.3666,28.1666
2,24,22,-13.3333,21.5863,2.7947,0.6726,2.1221,13.1818,46.3111,26.5396,28.3396
2,24,23,-13.8889,21.5785,2.8113,0.6726,2.1387,13.0926,47.2131,26.6259,28.4259
2,24,24,-14.4444,21.5612,2.829,0.6726,2.1564,13.0006,48.2696,26.7455,28.5455
2,25,1,-14.4444,21.5533,2.8302,0.6726,2.1575,12.9979,48.5278,26.8108,28.6108
2,25,2,-14.4444,21.5528,2.8244,0.6726,2.1517,12.9799,48.6432,26.8532,28.6532
2,25,3,-14.4444,21.5482,2.834,0.6726,2.1614,13.0057,49.0987,26.9624,28.7624
2,25,4,-14.4444,21.5498,2.8177,0.6726,2.1451,12.9574,48.9903,26.9617,28.7617
2,25,5,-14.4444,21.5521,2.8154,0.6726,2.1428,12.9522,49.0336,26.9799,28.7799
2,25,6,-14.4444,21.5497,2.8169,0.6726,2.1443,12.9549,49.2543,27.0383,28.8383
2,25,7,-14.4444,21.5472,2.8186,0.6726,2.146,12.9583,49.4855,27.0994,28.8994
2,25,8,-14.4444,21.5544,2.7957,0.6726,2.1231,12.8933,48.9106,26.9815,28.7815
2,25,9,-15,21.6077,2.7132,0.6726,2.0406,12.5324,43.5452,25.4401,27.2401
2,25,10,-13.3333,21.7095,2.7109,0.6726,2.0382,13.0146,33.4287,22.949,24.749
2,25,11,-12.2222,21.8003,2.7085,0.6726,2.0359,13.3513,29.2137,22.0507,23.8507
2,25,12,-11.1111,21.8335,2.7055,0.6726,2.0329,13.643,28.166,22.0484,23.8484
2,25,13,-10,21.8542,2.7055,0.6726,2.0329,13.9348,25.7035,21.6131,23.4131
2,25,14,-10,21.8681,2.7055,0.6726,2.0329,13.9452,24.6135,21.2982,23.0982
2,25,15,-10,22.1581,2.7055,0.6726,2.0329,14.1631,24.7447,21.5609,23.3609
2,25,16,-10.5556,22.1299,2.7055,0.6726,2.0329,14.0038,26.6909,21.979,23.779
2,25,17,-12.2222,21.7739,2.7108,0.6726,2.0381,13.3383,35.0537,23.7678,25.5678
2,25,18,-13.3333,21.6861,2.7709,0.6726,2.0983,13.1852,41.8988,25.3742,27.1742
2,25,19,-15,21.6131,2.8205,0.6726,2.1478,12.8816,45.2987,25.8143,27.6143
2,25,20,-16.1111,21.5654,2.8647,0.6726,2.1921,12.719,47.8854,26.1716,27.9716
2,25,21,-17.2222,21.5294,2.9027,0.6726,2.23,12.5496,49.989,26.4012,28.2012
2,25,22,-18.8889,21.4938,2.9501,0.6726,2.2775,12.2866,52.3797,26.5539,28.3539
2,25,23,-19.4444,21.4688,2.9719,0.6726,2.2992,12.2088,53.9148,26.783,28.583
2,25,24,-20.5556,21.4482,3.0031,0.6726,2.3305,12.0404,55.8082,26.9605,28.7605
2,26,1,-21.6667,21.4252,3.0328,0.6726,2.3601,11.8679,57.5669,27.0987,28.8987
2,26,2,-23.3333,21.4009,3.0658,0.6726,2.3932,11.5862,59.5143,27.1471,28.9471
2,26,3,-25,21.3433,3.0805,0.6726,2.4079,11.2243,61.6353,27.2423,29.0423
2,26,4,-25.5556,21.2731,3.0873,0.6726,2.4146,11.0704,63.14,27.4348,29.2348
2,26,5,-25.5556,21.2632,3.088,0.6726,2.4154,11.0651,63.7752,27.5899,29.3899
2,26,6,-26.6667,21.2514,3.097,0.6726,2.4243,10.844,64.8056,27.5742,29.3742
2,26,7,-25.5556,21.2718,3.0895,0.6726,2.4169,11.0768,64.2993,27.73,29.53
2,26,8,-25,21.4263,2.914,0.6726,2.2414,10.7099,54.9055,25.767,27.567
2,26,9,-23.3333,21.5695,2.7914,0.6726,2.1188,10.7494,45.6584,23.8225,25.6225
2,26,10,-21.1111,21.6644,2.7644,0.6726,2.0917,11.2561,38.9233,22.5299,24.3299
2,26,11,-19.4444,21.7333,2.7543,0.6726,2.0817,11.6773,35.2083,21.9274,23.7274
2,26,12,-18.8889,21.7384,2.7547,0.6726,2.082,11.8181,36.3392,22.4013,24.2013
2,26,13,-17.7778,21.7382,2.7465,0.6726,2.0738,12.0604,34.0182,22.0057,23.8057
2,26,14,-17.2222,21.7668,2.7403,0.6726,2.0677,12.1967,31.6912,21.4868,23.2868
2,26,15,-16.6667,22.1291,2.7368,0.6726,2.0641,12.5941,29.648,21.3086,23.1086
2,26,16,-16.1111,22.504,2.7292,0.6726,2.0566,12.9871,29.3387,21.6466,23.4466
2,26,17,-16.1111,22.1599,2.7205,0.6726,2.0479,12.6977,30.5467,21.7333,23.5333
2,26,18,-16.6667,21.7076,2.8393,0.6726,2.1666,12.6166,41.8232,24.4671,26.2671
2,26,19,-16.6667,21.6109,2.8517,0.6726,2.179,12.5823,45.1258,25.3115,27.1115
2,26,20,-16.1111,21.5888,2.8584,0.6726,2.1858,12.7174,46.2729,25.7454,27.5454
2,26,21,-16.1111,21.5742,2.8681,0.6726,2.1954,12.7361,47.216,25.9858,27.7858
2,26,22,-15.5556,21.5719,2.8511,0.6726,2.1785,12.8129,47.1763,26.1338,27.9338
2,26,23,-15.5556,21.5664,2.8635,0.6726,2.1909,12.8466,47.8889,26.3117,28.1117
2,26,24,-15.5556,21.559,2.8608,0.6726,2.1882,12.8326,48.3655,26.4439,28.2439
2,27,1,-15,21.5625,2.8442,0.6726,2.1716,12.9157,48.175,26.5566,28.3566
2,27,2,-15.5556,21.5541,2.864,0.6726,2.1913,12.8386,49.1527,26.6564,28.4564
2,27,3,-15.5556,21.5426,2.8665,0.6726,2.1938,12.8373,49.7421,26.8086,28.6086
2,27,4,-17.7778,21.504,2.9482,0.6726,2.2756,12.5419,52.8455,26.9585,28.7585
2,27,5,-19.4444,21.4571,2.9997,0.6726,2.3271,12.2856,55.6169,27.1844,28.9844
2,27,6,-19.4444,21.4406,3.0088,0.6726,2.3362,12.3006,56.7143,27.4482,29.2482
2,27,7,-20,21.4296,3.0311,0.6726,2.3585,12.2359,57.8142,27.5602,29.3602
2,27,8,-19.4444,21.5322,2.7957,0.6726,2.1231,11.6734,47.7366,25.3649,27.1649
2,27,9,-17.7778,21.6477,2.7547,0.6726,2.0821,12.0209,40.5968,23.8524,25.6524
